"Mês";"Ano";"IBGE2";"População";"População dos 50 + Populosos";"Área Geográfica";"Educação";"Patrimônio Cultural";"Receita Própria";"Cota Mínima";"Mineradores";"Saúde per capita";"VAF";"Esportes";"Turismo";"Penitenciárias";"Recursos Hídricos";"Produção de Alimentos";"Unidades de Conservação (IC i)";"Saneamento";"Mata Seca";"Meio Ambiente";"PSF";"ICMS Solidário";"Índice Mínimo per capita";"Índice de participação";"Compensações";"Valor Líquido + Compensações"
"Março";"2020";2245;13834,7991513647;0;9493,13414795726;34991,1858720267;24022,9409066913;5481,56607997878;63471,1876616269;0;5109,2508256563;17105,6991415217;0;0;0;0;15752,3982828483;0;10112,804803289;0;10111,7935228087;6945,70767015103;23751,97622069;0;230071,655732691;1926,88;231998,535732691
"Março";"2020";2247;4616,81032407284;0;13672,7313343472;0;0;9598,7343963002;63473,7784872272;0;16713,3134164542;96685,2236495646;0;0;0;0;10946,5226159806;382,02097876666;0;0;381,982776668783;3472,99559323309;7926,27112494059;0;227488,37847358;-10,02;227478,35847358
"Março";"2020";2250;6368,06757814231;0;996,649764728849;27221,6567782983;1022,24749221047;6087,30990382719;63470,8578216241;0;8306,65427230933;27267,2838017868;0;0;0;0;3471,00709156912;0;0;0;0;3472,83578773528;10932,8793308043;0;158617,413052977;1509,02;160126,433052977
"Março";"2020";2260;5267,20686472396;0;6688,98367316943;0;16873,5394781017;11399,9299210928;63473,7795756434;0,00787536494225802;12376,6101071304;21013,8423915228;542,725360179566;0;0;0;6643,69451902181;19114,7275988733;10113,2177705184;0;29225,0225748547;3472,99565278626;9042,89038327227;0;186021,238923347;-17,39;186003,848923347
"Março";"2020";2270;6575,53337943195;0;3277,13395465681;0;18690,9521296064;13585,8038107306;63473,779980996;0;10517,5916719873;82426,3141043541;0;2466,84865451035;0;0;4867,95245959135;0;10113,2178351029;0;10112,2065133194;3472,99567496531;11289,0625124265;0;230756,168088806;-10,2;230745,968088806
"Março";"2020";2280;3768,03029763702;0;1913,87029049773;0;5781,6433609423;6243,65534961861;63473,7767549041;0;15350,5015496712;22375,5973197436;334,357573109103;1369,10093366789;0;0;3418,3207863814;0;0;0;0;1736,49774922414;6469,06146226822;0;132234,459332534;-5,1;132229,359332534
"Março";"2020";2290;8251,48698777035;0;1177,84525033575;26815,8738002682;11848,7003324329;10006,179790633;63471,7706264382;0,602446350013514;6935,23504390415;55238,1480968686;8660,71808523863;3453,47878797412;0;0;2277,83520100552;0;10112,8976865257;0;10111,886396757;5209,32859837578;14166,3872799716;0;227625,493847459;1484,99;229110,483847459
"Março";"2020";2300;12747,7949549852;0;2090,65815896354;31649,4016336391;14790,6351499578;12706,4140492737;63472,6502719134;0,0236256744793929;8025,89022255492;274080,980900874;16732,1189873993;4440,24854897627;0;0;994,777541806696;0;10113,0378396142;0;10112,0265358303;3472,93386243801;21885,776535265;0;477202,300009225;1754,85;478957,150009225
"Março";"2020";2310;6490,15331732381;0;6404,11783079317;0;9717,47794774293;35483,3583183996;63473,7816328621;0;14142,8034330048;175055,55826414;67,8406722211976;1480,10923122514;0;7445,03046089128;7223,52707306397;24837,4421799822;10113,2180982931;0;34947,1652122475;3472,99576534788;11142,4795962074;0;376546,411261238;-16,57;376529,841261238
"Março";"2020";2320;16928,8440073707;0;18724,8319964643;31496,3335807343;17005,9965610588;29245,9479486077;63472,6627644672;0;7471,89007168354;226105,684862041;0;0;1312,77900875824;0;12270,2536337577;0;20226,0796600822;0;20224,0570521162;6945,86909194712;29063,9203292791;0;480269,105522499;1744,77;482013,875522499
"Março";"2020";2330;5347,39724948991;0;3864,86367568658;22543,5789568371;11750,9078089256;8102,94416706937;63471,7916543294;0;14701,3750110258;36102,5606177762;458,717782744486;0;0;0;4237,7625025287;0;10112,9010368798;0;10111,8897467761;3472,8868828008;9180,56351399502;0;193347,246537193;1246,57;194593,816537193
"Março";"2020";2340;1917,28835401907;0;2575,03467106526;0;0;7944,72745207574;63473,7777027387;28,4241600791402;32548,4297522698;100255,621890913;0;0;0;0;2705,46716153619;0;0;0;0;1736,49777515473;3291,6551150925;0;216476,942282578;-3,19;216473,752282578
"Março";"2020";2350;2395,66880464502;0;5291,66365802067;0;10478,5190655591;7557,7606361112;63473,7791814839;0;29887,7517597383;68376,10459652;0;0;0;21750,0690310855;5985,77654743177;0;0;0;0;1736,49781560983;4112,95226320396;0;221046,529363137;-7,38;221039,149363137
"Março";"2020";2352;9844,82713025625;0;3653,83653228648;28349,8786333355;0;7671,1617031069;63472,0594665013;0;8305,33606317915;113392,903820338;0;3946,85086133692;0;0;10015,6335672239;0;10112,943707142;0;10111,9324127713;5209,35230439164;16901,8789023464;0;280875,646438599;1565,52;282441,166438599
"Março";"2020";2360;35251,5851779074;0;8366,20831951726;38561,1755087249;25463,2016372847;34535,6112768532;63473,0498552999;0;9765,98506410231;586878,108025669;0;3946,91244618095;1329,23797989664;1691,94622811863;9277,40612707797;0;10113,1015048605;0;10112,09019471;10418,8671774541;60520,9229079914;0;899592,299830691;2134,54;901726,839830691
"Março";"2020";2370;13979,1212264432;0;3176,66557452316;49267,6400980761;18989,9612106198;10793,7227951909;63470,8922376574;0;6131,37003785692;87633,9516047149;825,357272491646;3194,42367048677;0;0;2141,57704190061;0;0;0;0;6945,67534164724;23999,752459281;0;290550,144160063;2732,38;293282,524160063
"Março";"2020";2380;9092,6351984034;0;10173,744923338;32501,4152338875;8391,0028085267;6561,47899726355;63471,2711547776;0,168329273171806;6203,78809051175;36724,9709254493;710,683694562254;0;0;0;12589,471103947;904,450805606827;10112,8181061744;711,788267118881;11728,6672402761;6945,71680687966;15610,4944244589;0;220705,467929156;1794,56;222500,027929156
"Março";"2020";2385;6742,25004396183;0;1450,60986178485;27382,2111997372;1022,25255399649;5202,13393376827;63471,1721054965;0;10523,0895222281;33177,9289163664;0;0;0;0;14989,5944278519;0;0;0;0;3472,85298391503;11575,2864184032;0;179009,338546128;1501,09;180510,428546128
"Março";"2020";2390;19207,6476547774;0;7671,93332115844;28184,8136911654;15555,5971019788;18523,3396550368;63472,4808356386;1,61835438173096;7292,36897347342;150679,264142335;0;4107,21894380939;0;0;16977,0092611202;0;0;0;0;5209,38688748702;32976,2351704734;0;369858,946656908;1540,42;371399,366656907
