"ano";"mês";"Cod";"Cód índ";"Valor índ"
2020;12;205;26;0
2020;12;205;27;0
2020;12;205;9;0,025921515428914
2020;12;205;30;0,309404635650539
2020;12;205;31;0
2020;12;205;32;0
2020;12;205;8;0,14062440690317
2020;12;205;1;0,0275609198988131
2020;12;205;15;0,0354672814328782
2020;12;205;24;0,030664916279332
2020;12;205;25;0
2020;12;205;14;0,0241289800234467
2020;12;5350;2;0
2020;12;5350;3;0,0258136211561466
2020;12;5350;4;0,136207350170732
2020;12;5350;5;0,0555867959019179
2020;12;5350;6;0,0681399147834584
2020;12;5350;11;0,117233294255569
2020;12;5350;12;0
2020;12;5350;16;0,0692006658855364
2020;12;5350;10;0,0125575485559369
2020;12;5350;22;0
2020;12;5350;28;0
2020;12;5350;26;0
2020;12;5350;27;0
2020;12;5350;9;0,0628600910990236
2020;12;5350;30;0,0731620880090575
2020;12;5350;31;0
2020;12;5350;32;0
2020;12;5350;8;0,0332521690001166
2020;12;5350;1;0,0396042672041403
2020;12;5350;15;0,0532009221493173
2020;12;5350;24;0,0440646227549014
2020;12;5350;25;0
2020;12;5350;14;0,0258107800234467
2020;12;210;2;0
2020;12;210;3;0,0881228320039072
2020;12;210;4;0,188021802295356
2020;12;210;5;0
2020;12;210;6;0,0606477282964055
2020;12;210;11;0,117233294255569
2020;12;210;12;0
2020;12;210;16;0,0373445534517973
2020;12;210;10;0,0152780206814094
2020;12;210;22;0,021061746018745
2020;12;210;28;0,475442604226156
2020;12;210;26;0
2020;12;210;27;0
2020;12;210;9;0,139764100240432
2020;12;210;30;0,251782206900968
2020;12;210;31;0,297265160523188
2020;12;210;32;0
2020;12;210;8;0,249542028494279
2020;12;210;1;0,0529736184156183
2020;12;210;15;0,0886682035821954
2020;12;210;24;0,0589396718140083
2020;12;210;25;0
2020;12;210;14;0,0334699400234467
2020;12;220;2;0
2020;12;220;3;0,0504547479995296
2020;12;220;4;0
2020;12;220;5;0,0598554667105484
2020;12;220;6;0,0367222857546494
2020;12;220;11;0,117233294255569
2020;12;220;12;0
2020;12;220;16;0,121295313185175
2020;12;220;10;0,00467067504649207
2020;12;220;22;0
2020;12;220;28;0,211307824100514
2020;12;220;26;0
2020;12;220;27;0
2020;12;220;9;0,0201960703570492
2020;12;220;30;0
2020;12;220;31;0
2020;12;220;32;0
2020;12;220;8;0
2020;12;220;1;0,0188824857316752
2020;12;220;15;0,0354672814328782
2020;12;220;24;0,0210090899082231
2020;12;220;25;0
2020;12;220;14;0,0151121600234467
2020;12;230;2;0
2020;12;230;3;0,102216622652969
2020;12;230;4;0
2020;12;230;5;0,0641476563666093
2020;12;230;6;0,101084163787963
2020;12;230;11;0,117233294255569
2020;12;230;12;0,005204
2020;12;230;16;0,0831616583532414
2020;12;230;10;0,0496154173515323
2020;12;230;22;0
2020;12;230;28;0
2020;12;230;26;0
2020;12;230;27;0
2020;12;230;9;0,0672417663700983
2020;12;230;30;0
2020;12;230;31;0
2020;12;230;32;0
2020;12;230;8;0
2020;12;230;1;0,0724264284080035
2020;12;230;15;0,124135485015074
2020;12;230;24;0,08058331767214
2020;12;230;25;0
2020;12;230;14;0,0552812100234467
2020;12;240;2;0
2020;12;240;3;0,063744153015416
2020;12;240;4;0
2020;12;240;5;0,174627442171246
2020;12;240;6;0,121832081788659
2020;12;240;11;0,117233294255569
2020;12;240;12;0
2020;12;240;16;0,236758240418342
2020;12;240;10;0,109536508490943
2020;12;240;22;0,0889273720791454
2020;12;240;28;0,114220445459737
2020;12;240;26;0
2020;12;240;27;0
2020;12;240;9;0,054656235557192
2020;12;240;30;0
2020;12;240;31;0
2020;12;240;32;0
2020;12;240;8;0
2020;12;240;1;0,0171382440343369
2020;12;240;15;0,0354672814328782
2020;12;240;24;0,0190684062947527
2020;12;240;25;0
2020;12;240;14;0,0980228700234467
2020;12;250;2;0
2020;12;250;3;0,0231840299866784
2020;12;250;4;0,164218613929323
2020;12;250;5;0,121710035452687
2020;12;250;6;0,0186261635493377
2020;12;250;11;0,117233294255569
2020;12;250;12;0
2020;12;250;16;0,108433312694227
2020;12;250;10;0,00527761757328562
2020;12;250;22;0
2020;12;250;28;0
2020;12;250;26;0
2020;12;250;27;0
2020;12;250;9;0,0663072922367577
2020;12;250;30;0
2020;12;250;31;0,326991676575507
2020;12;250;32;0
2020;12;250;8;0,148617717003568
2020;12;250;1;0,0225800880219453
2020;12;250;15;0,0354672814328782
2020;12;250;24;0,0251231276501304
2020;12;250;25;0
2020;12;250;14;0,0208798900234467
2020;12;260;2;0
2020;12;260;3;0,0795864598925229
2020;12;260;4;0,137150212938898
2020;12;260;5;0,151731844197683
2020;12;260;6;0,268648214038638
2020;12;260;11;0,117233294255569
2020;12;260;12;0,046801
2020;12;260;16;0,0919674718966457
2020;12;260;10;0,173814720886357
2020;12;260;22;0,741661483737002
2020;12;260;28;0,456881781838949
2020;12;260;26;0,299871215183448
2020;12;260;27;0
2020;12;260;9;0,172258025466064
2020;12;260;30;0
2020;12;260;31;0,386444708680144
2020;12;260;32;0
2020;12;260;8;0,175639120095126
2020;12;260;1;0,193658355426269
2020;12;260;15;0,0709345628657563
2020;12;260;24;0,215468760757706
2020;12;260;25;0
2020;12;260;14;0,167905280023447
2020;12;280;2;0
2020;12;280;3;0,171300055729268
2020;12;280;4;0,228311368666401
2020;12;280;5;0,197046783484343
2020;12;280;6;0,122779976539834
2020;12;280;11;0,117233294255569
2020;12;280;12;0
2020;12;280;16;0,0994597207326566
2020;12;280;10;0,0303523126514042
2020;12;280;22;0
2020;12;280;28;0
2020;12;280;26;0,0514669248629899
2020;12;280;27;0
2020;12;280;9;0,082773773391196
2020;12;280;30;0,00744110132469995
2020;12;280;31;0,297265160523188
2020;12;280;32;0
2020;12;280;8;0,138488996009865
2020;12;280;1;0,0581825799967701
2020;12;280;15;0,0709345628657563
2020;12;280;24;0,0647352828231733
2020;12;280;25;0
2020;12;280;14;0,0481520800234467
2020;12;285;2;0
2020;12;285;3;0,0313846733486232
2020;12;285;4;0,180385954766871
2020;12;285;5;0,164561375471005
2020;12;285;6;0,0644909225712253
2020;12;285;11;0,117233294255569
2020;12;285;12;0
2020;12;285;16;0,0911525510141042
2020;12;285;10;0,00878903907484808
2020;12;285;22;0,0604850142076778
2020;12;285;28;0,399771559109081
2020;12;285;26;0
2020;12;285;27;0
2020;12;285;9;0,138077751390273
2020;12;285;30;0,665451394892026
2020;12;285;31;0
2020;12;285;32;0
2020;12;285;8;0,302447658978426
2020;12;285;1;0,0403076671256826
2020;12;285;15;0,0709345628657563
2020;12;285;24;0,0448472417597886
2020;12;285;25;0
2020;12;285;14;0,0295659300234467
2020;12;290;2;0
2020;12;290;3;0,0903127378060891
2020;12;290;4;0,139411176647333
2020;12;290;5;0,10812790106159
2020;12;290;6;0,0479322367141503
2020;12;290;11;0,117233294255569
2020;12;290;12;0
2020;12;290;16;0,060245879457332
2020;12;290;10;0,0175540612838941
2020;12;290;22;0
2020;12;290;28;0,513992004568818
2020;12;290;26;0
2020;12;290;27;0
2020;12;290;9;0,0549636558479109
2020;12;290;30;0,00181608653370472
2020;12;290;31;0,297265160523188
2020;12;290;32;0
2020;12;290;8;0,135932426787358
2020;12;290;1;0,0543328912369772
2020;12;290;15;0,0886682035821954
2020;12;290;24;0,0604520301612904
2020;12;290;25;0
2020;12;290;14;0,0333144500234467
2020;12;300;2;0
2020;12;300;3;0,134133008538775
2020;12;300;4;0
2020;12;300;5;0,036160227924349
2020;12;300;6;0,316885214069621
2020;12;300;11;0,117233294255569
2020;12;300;12;9e-06
2020;12;300;16;0,125485317650459
2020;12;300;10;0,0535084351484217
2020;12;300;22;0
2020;12;300;28;0
2020;12;300;26;0
2020;12;300;27;0
2020;12;300;9;0,104515574445231
2020;12;300;30;0,0331027444772829
2020;12;300;31;0
2020;12;300;32;0
2020;12;300;8;0,0150451973649251
2020;12;300;1;0,0444995504419015
2020;12;300;15;0,0886682035821954
2020;12;300;24;0,0495112279916167
2020;12;300;25;0
2020;12;300;14;0,0609063500234467
2020;12;310;2;0
2020;12;310;3;0,0145096171204484
2020;12;310;4;0
2020;12;310;5;0,0105834813437119
2020;12;310;6;0,0242459706422375
2020;12;310;11;0,117233294255569
2020;12;310;12;0
2020;12;310;16;0,326529538945236
2020;12;310;10;0,00199204066906206
2020;12;310;22;0,0226818803278792
2020;12;310;28;0,114220445459737
2020;12;310;26;0
2020;12;310;27;0
2020;12;310;9;0,102673540648096
2020;12;310;30;0
2020;12;310;31;0
2020;12;310;32;0
2020;12;310;8;0
2020;12;310;1;0,00764709779568723
2020;12;310;15;0,0177336407164391
2020;12;310;24;0,00850833769502416
2020;12;310;25;0
2020;12;310;14;0,0138184500234467
2020;12;320;2;0
2020;12;320;3;0,0315925865843167
2020;12;320;4;0
2020;12;320;5;0,268996817486011
2020;12;320;6;0,0306728878622075
2020;12;320;11;0,117233294255569
2020;12;320;12;0
2020;12;320;16;0,181216900790781
2020;12;320;10;0,00609128189437413
2020;12;320;22;0
2020;12;320;28;0,105653912050257
2020;12;320;26;0
2020;12;320;27;0
2020;12;320;9;0,0140399516664715
2020;12;320;30;0
2020;12;320;31;0,297265160523188
2020;12;320;32;0
2020;12;320;8;0,135107015457789
2020;12;320;1;0,0111260757860185
2020;12;320;15;0,0177336407164391
2020;12;320;24;0,0123791289894665
2020;12;320;25;0
2020;12;320;14;0,0191396100234467
2020;12;330;2;0
2020;12;330;3;0,018088451505337
2020;12;330;4;0
2020;12;330;5;0,118241005456692
2020;12;330;6;0,0256011659193807
2020;12;330;11;0,117233294255569
2020;12;330;12;0
2020;12;330;16;0,247757471713262
2020;12;330;10;0,00166157916563245
2020;12;330;22;0,0612050739006264
2020;12;330;28;0
2020;12;330;26;0
2020;12;330;27;0
2020;12;330;9;0,0200055957465705
2020;12;330;30;0
2020;12;330;31;0
2020;12;330;32;0
2020;12;330;8;0
2020;12;330;1;0,00981908268855799
2020;12;330;15;0,0177336407164391
2020;12;330;24;0,010924938270926
2020;12;330;25;0
2020;12;330;14;0,0131773100234467
2020;12;340;2;0
2020;12;340;3;0,379894974162776
2020;12;340;4;0,187842526565625
2020;12;340;5;0,26546899037144
2020;12;340;6;0,112227424341286
2020;12;340;11;0,117233294255569
2020;12;340;12;0,064323
2020;12;340;16;0,0437284069950405
2020;12;340;10;0,0329054549391901
2020;12;340;22;0
2020;12;340;28;0
2020;12;340;26;0,27378523956796
2020;12;340;27;0
2020;12;340;9;0,327484632511523
2020;12;340;30;0
2020;12;340;31;0,297265160523188
2020;12;340;32;2,46055669165647
2020;12;340;8;0,359017674398528
2020;12;340;1;0,174447933244686
2020;12;340;15;0,230537329313708
2020;12;340;24;0,194094801178286
2020;12;340;25;0
2020;12;340;14;0,0664622700234467
2020;12;350;2;1,04676390450983
2020;12;350;3;0,467949637892685
2020;12;350;4;0
2020;12;350;5;0,141230678819978
2020;12;350;6;0,324045380857711
2020;12;350;11;0,117233294255569
2020;12;350;12;0,028657
2020;12;350;16;0,11469764857095
2020;12;350;10;1,02109831106203
2020;12;350;22;0
2020;12;350;28;0
2020;12;350;26;0,525597157333684
2020;12;350;27;3,22735616330055
2020;12;350;9;0,356843416884626
2020;12;350;30;0,0182706700103536
2020;12;350;31;0
2020;12;350;32;0
2020;12;350;8;0,0083040195197057
2020;12;350;1;0,554597569220968
2020;12;350;15;0,39014009576166
2020;12;350;24;0,617058069589847
2020;12;350;25;0
2020;12;350;14;0,863280860023447
2020;12;360;2;0
2020;12;360;3;0,0152594681344251
2020;12;360;4;0,141311042672828
2020;12;360;5;0,125578885854999
2020;12;360;6;0,0338486277656184
2020;12;360;11;0,117233294255569
2020;12;360;12;0,000236
2020;12;360;16;0,166021397361909
2020;12;360;10;0,00184536762994114
2020;12;360;22;0
2020;12;360;28;0,171330668189606
2020;12;360;26;0
2020;12;360;27;0
2020;12;360;9;0,0179797937393106
2020;12;360;30;0
2020;12;360;31;0,297265160523188
2020;12;360;32;0
2020;12;360;8;0,135107015457789
2020;12;360;1;0,0133265768919248
2020;12;360;15;0,0177336407164391
2020;12;360;24;0,0148274573628637
2020;12;360;25;0
2020;12;360;14;0,0173581400234467
2020;12;370;2;0
2020;12;370;3;0,0517533536191892
2020;12;370;4;0
2020;12;370;5;0,147157428372456
2020;12;370;6;0,0337930415392491
2020;12;370;11;0,117233294255569
2020;12;370;12;6,7e-05
2020;12;370;16;0,092521697900887
2020;12;370;10;0,0100251905308335
2020;12;370;22;0,00288023877179418
2020;12;370;28;0,456881781838949
2020;12;370;26;0
2020;12;370;27;0
2020;12;370;9;0,104778208915522
2020;12;370;30;1,47986868087034
2020;12;370;31;0,594530321046376
2020;12;370;32;0
2020;12;370;8;0,942814346371148
2020;12;370;1;0,040041515804018
2020;12;370;15;0,0709345628657563
2020;12;370;24;0,0445511156498313
