"Mês";"Ano";"IBGE2";"População";"População dos 50 + Populosos";"Área Geográfica";"Educação";"Patrimônio Cultural";"Receita Própria";"Cota Mínima";"Mineradores";"Saúde per capita";"VAF";"Esportes";"Turismo";"Penitenciárias";"Recursos Hídricos";"Produção de Alimentos";"Unidades de Conservação (IC i)";"Saneamento";"Mata Seca";"Meio Ambiente";"PSF";"ICMS Solidário";"Índice Mínimo per capita";"Índice de participação";"Compensações";"Valor Líquido + Compensações"
"Novembro";"2021";5030;8112,66;0;7889,04;0;25367,18;12251,32;92368,64;0;26416,02;124509,26;3688,88;3209,84;0;0;8779,12;0;25581,31;0;25578,76;4857,87;13938,81;0;356967,44;14205,5;371172,94
"Novembro";"2021";5040;9099,04;0;6341,7;0;19469,96;16000,31;92368,64;0;14723,23;129102,39;0;3209,84;0;0;11861,27;0;0;0;0;4857,87;15633,57;0;322667,83;-39229,96;283437,87
"Novembro";"2021";5050;15782,09;0;10146,57;33965,63;18728,48;44429,7;92368,64;0;14804,3;395054,31;1121,49;2969,11;0;6074,43;10134,22;0;25581,31;0;25578,76;7286,8;27116,08;0;705560,57;5667,97;711228,54
"Novembro";"2021";5053;9057,26;0;1632,05;38852,43;15756,59;9018,97;92368,64;0;12010,98;29802,31;18,54;0;0;0;1468,5;10418,21;25581,31;0;35995,93;4857,87;15561,78;0;266401,85;38606,94;305008,79
"Novembro";"2021";5057;13667,64;0;29989,76;54069,33;1281,6;4579,63;92368,64;0;9273,74;45903,31;0;0;0;0;27960,76;0;0;94,47;94,57;9715,73;23483,13;0;312387,84;9626,04;322013,88
"Novembro";"2021";5060;11622,21;0;6846,82;0;4699,21;20700,2;92368,64;0,35;17788,57;409523,86;7,41;0;0;0;13890,42;117,67;0;0;117,66;7286,8;19968,77;0;604820,94;131922,4;736743,34
"Novembro";"2021";5070;11531,39;0;8201,77;0;24585,4;32354,47;92368,64;0;28508,62;993276,24;1607,17;0;0;0;7954,97;0;0;0;0;2428,93;19812,72;0;1222630,28;25658,22;1248288,5
"Novembro";"2021";5080;32032,84;0;16092,27;39460,08;47631,81;21295,88;92368,64;0,02;12233,03;237957;383,72;0;0;0;39276,83;24461,68;25581,31;0;50037,99;17002,53;55037,41;0;660810,08;21963,46;682773,54
"Novembro";"2021";5090;9969,16;0;4928,39;39730,94;16961,29;17160,5;92368,64;0;15580,44;110737,27;2335,67;3851,81;0;0;8167,25;1076,08;0;0;1075,97;2428,93;17128,57;0;342424,82;14076,29;356501,11
"Novembro";"2021";5100;15694,89;0;3056,35;49935,14;27708,24;47924,21;92368,64;0;11778,88;103794,67;687,73;4493,78;0;0;2646,29;0;28139,45;0;28136,63;9715,73;26966,27;0;424907,47;-32547,66;392359,81
"Novembro";"2021";5110;19567,75;0;4728,44;49540,58;11107,22;24085,49;92368,64;2,84;19133,8;821559,48;0;0;0;0;2746,12;0;0;0;0;9715,73;0;0;1054556,05;299043,86;1353599,91
"Novembro";"2021";5120;102888,74;0;13409,7;52045,61;8544,01;59905,1;92368,64;9,56;8890,52;3055362,08;2076,15;4493,78;7567,07;0;16720,98;0;0;2131,34;2133,47;41291,86;176778,88;0;3644486,12;-221767,93;3422718,19
"Novembro";"2021";5130;19544,14;0;3517,77;50660,81;12139,62;32205,15;92368,64;5,24;10017,03;163875,41;7859,73;0;0;0;8292,6;0;28139,45;0;28136,63;12144,66;33579,87;0;474347,29;1884,77;476232,06
"Novembro";"2021";5140;51253,63;0;13750,51;33432,64;36205,26;49793,92;92368,64;112,14;10838,07;670465,48;44118,27;5938,21;3346,24;0;6216,91;0;0;0;0;17002,53;88061,72;0;1122904,16;-124004,38;998899,78
"Novembro";"2021";5150;63429,89;0;22043,6;32317,91;13670,42;84648,53;92368,64;0,35;12969,96;1635616,9;266,93;0;4220,83;0;19176,56;0;0;0;0;24289,33;108982,43;0;2114002,28;-230939,27;1883063,01
"Novembro";"2021";5160;22328,89;0;7705,44;37465,63;26291,36;36161,67;92368,64;4,04;19249,31;1499512,28;88,98;0;0;35940,39;10437,14;0;28139,45;0;28136,63;7286,8;0;0;1822977,14;404188,92;2227166,06
"Novembro";"2021";5170;30601,41;0;11585,51;0;2456,4;37462,81;92368,64;2,85;15180,45;461133,39;696,99;0;0;0;22263,1;5520,81;25581,31;0;31099,01;14573,6;52577,98;0;772002,09;-15064,68;756937,41
"Novembro";"2021";5180;306342,86;426760,47;13204,63;38951,36;27440,35;136133,72;92368,64;5659,78;18882,11;11379888,81;2519,19;1925,91;5095,42;0;13180,46;8966,09;0;0;8965,19;87441,58;526344,75;0;13091105,2;718176,77;13809281,97
"Novembro";"2021";5190;15184,44;0;16846,9;0;8544,01;26780,92;92368,64;0,07;9784,15;140906,45;0;0;0;0;18048,73;0;0;0;0;7286,8;26089,24;0;361840,37;68254,96;430095,33
"Novembro";"2021";5200;58192,81;0;62437,49;45977,77;25063,87;60911,85;92368,64;63,24;12873,08;1569065,33;4626,86;5135,75;3612,42;8590,1;43411,91;75,22;0;0;75,22;21860,4;99984,31;0;2114251,04;20769;2135020,04
"Novembro";"2021";5210;108765,24;0;11500,55;54062,55;23610,89;72210,67;92368,64;0,08;9920,61;2417256,28;4717,69;3209,84;21465,39;0;11349,41;2482,38;0;0;2482,14;34005,06;186875,62;0;3053800,62;-325820,72;2727979,9
"Novembro";"2021";5213;7780,23;0;14817,88;37039,12;0;5015,19;92368,64;0;17382,1;48010,83;4434,07;0;0;0;20480,77;0;25581,31;6924,41;32510,09;4857,87;13367,65;0;298064,44;46104,41;344168,85
"Novembro";"2021";5217;22123,62;0;29674,09;109054,93;4485,61;17551,56;92368,64;0;8726,72;49088,75;480,11;4493,78;0;0;25938,84;0;0;4125,87;4130;14573,6;38011,83;0;420702,11;44519,09;465221,2
