"IBGE1";"IBGE2";"SEF";"Municípios";"População bruto";"População dos 50 + Populosos";"Área Geográfica";"Educação";"Patrimônio Cultural";"Receita Própria";"Cota Mínima";"Mineradores";"Saúde per capita";"VAF";"Esportes";"Turismo";"Penitenciárias";"Recursos Hídricos";"Produção de Alimentos";"Unidades de Conservação (IC i)";"Saneamento";"Mata Seca";"Número Equipes de Saúde";"Mês";"Ano";"Meio Ambiente";"População";"PSF";"ICMS Solidário";"Índice Mínimo per capita";"Índice de participação"
311600;1600;160;"CHALÉ";5709;0;0,0363541405230685;0;0,0625013370464764;0,0313934082581211;0,117233294255569;0;0,0862788619693909;0,0123784373442453;0;0;0;0;0,11319308514439;0;0,297265160523188;0;3;"Dezembro";2020;0,135107015457789;0,0271331767032805;0,0532009221493173;0,0301889993169005;0;0,0233120100234467
311610;1610;161;"CHAPADA DO NORTE";15368;0;0,141278747860603;0,17522339377186;0,0567980165445872;0,0283598583168886;0,117233294255569;0;0,0555021545080891;0,00306460820376939;0;0;0;0;0,17192737717732;0;0;1,69040750480672;7;"Dezembro";2020;0,153827082937412;0,0730395269882668;0,124135485015074;0,0812654653182917;0;0,0253145700234467
311615;1615;781;"CHAPADA GAÚCHA";13397;0;0,554315432634297;0,243811510623645;0,111832119531889;0,0665602007478221;0,117233294255569;0;0,0980913568923907;0,0460124628831682;0,400713219125866;0;0;0;0,187610527509567;1,13180963254262;0;0,000567493395514077;5;"Dezembro";2020;0,514459119889611;0,0636719510061043;0,0886682035821954;0,0708428838410433;0;0,0682150300234467
311620;1620;162;"CHIADOR";2702;0;0,0430550818570599;0,135887007898101;0,141142483142113;0,0310081823537112;0,117233294255569;0,001572;0,214824661369533;0,0108675777838873;0;0;0;0;0,020919094619407;0;0;0;1;"Dezembro";2020;0;0,0128418012703212;0,0177336407164391;0,0142880848054414;0;0,0232205700234467
311630;1630;163;"CIPOTÂNEA";6774;0;0,0261783214220352;0;0,0805167741782171;0,0304646665359611;0,117233294255569;3,3e-05;0,0979793961373942;0,00297314633316518;0;0,475442604226156;0;0;0,0765086111593114;0;0,297265160523188;0;3;"Dezembro";2020;0,135107015457789;0,0321948045170822;0,0532009221493173;0,0358206833723391;0;0,0169142200234467
311640;1640;164;"CLARAVAL";4810;0;0,0413849591441119;0;0,138055634416864;0,064255481577397;0,117233294255569;0;0,113829172690035;0,0316608027034975;0,0691257305230604;0,158480868075386;0;3,0442714720064;0,0705102699900335;0;0,297265160523188;0;2;"Dezembro";2020;0,135107015457789;0,0228604974501278;0,0354672814328782;0,0254351176588354;0;0,0464014700234467
311650;1650;165;"CLARO DOS POÇÕES";7590;0;0,12274208995373;0,174379325037749;0;0,0371592608137636;0,117233294255569;0,005043;0,0594580416113612;0,00656279098683888;0;0;0;0;0,152354644385874;0;0;0,0229152977564157;4;"Dezembro";2020;0,00208529209583383;0,0360730094899105;0,0709345628657563;0,0401356638317175;0;0,0222774600234467
311660;1660;166;"CLÁUDIO";28366;0;0,107554198507002;0,236061655326935;0,157212852794236;0,234653096704534;0,117233294255569;0,025687;0,0955026466204682;0,0914845969521698;0;0;0;0;0,0930000997874952;0,00424842787047697;0,594530321046376;0;7;"Dezembro";2020;0,27214494138271;0,13481514982751;0,124135485015074;0,149998450625889;0;0,102861080023447
311670;1670;167;"COIMBRA";7517;0;0,0181566197793349;0,152736278684014;0,119093563676047;0,0712066136785216;0,117233294255569;0;0,107394164363817;0,029477722677265;0;0;0;0;0,0865018378798094;0,00791565590694953;0,297265160523188;0;2;"Dezembro";2020;0,138704681067497;0,0357260622313119;0,0354672814328782;0,0397496422955231;0;0,0407659000234467
311680;1680;168;"COLUNA";8907;0;0,0593541161699526;0,173260974389799;0,0947809551447976;0,0394174986024964;0,117233294255569;0;0,0953251515358814;0,00624492100498251;0,298104712880698;0,513992004568818;0;0;0,0619568892307901;0,63120312462129;0,297265160523188;0;3;"Dezembro";2020;0,421988835598165;0,0423323182512033;0,0532009221493173;0,0470999153819641;0;0,0275387400234467
311690;1690;169;"COMENDADOR GOMES";3103;0;0,177290342806832;0;0,172181482038477;0,143374922942581;0,117233294255569;0;0,264309015833555;0,0413929353179138;0,00432035815769127;0;0;0;0,167102990649895;0;0;0;1;"Dezembro";2020;0;0,0147476348415273;0,0177336407164391;0,0164085592713859;0;0,0492846500234467
311700;1700;170;"COMERCINHO";7090;0;0,111567605638628;0,209587593327117;0,124003123077158;0,0515557192880248;0,117233294255569;0;0,0653868193835168;0,00233491958932392;0,0667855365209776;0,399771559109081;0;0;0,128655590458747;0;0;1,56147502323024;4;"Dezembro";2020;0,142094227113951;0,0336966584036187;0,0709345628657563;0,0374916807070984;0;0,0228673700234467
311710;1710;171;"CONCEIÇÃO DA APARECIDA";10261;0;0,0600562493921308;0,159604943484681;0,114654381223546;0,11160036338587;0,117233294255569;0;0,116364133580973;0,0468904700210372;0;0;0;0;0,115527924889129;0;0;0;3;"Dezembro";2020;0;0,0487674769928817;0,0532009221493173;0,0542598216834325;0;0,0550893000234467
311520;1520;152;"CONCEIÇÃO DA BARRA DE MINAS";3962;0;0,046555522726851;0;0,229279363887803;0,0395730504822719;0,117233294255569;0,018289;0,13702183097512;0,00701778699142737;0;0,228440890919475;0;0;0,0473596397122018;0;0,594530321046376;0;1;"Dezembro";2020;0,270214030915578;0,0188302060077768;0,0177336407164391;0,0209509222794815;0;0,0218209700234467
311730;1730;172;"CONCEIÇÃO DAS ALAGOAS";27425;0;0,227569557500817;0,19064460641582;0,142700606784382;0,201328614845679;0,117233294255569;0,000436;0,15536584988516;0,314034142298181;0,284423578714675;0;0,163683621767454;3,4673231398453;0,265695689793334;0;0;0;9;"Dezembro";2020;0;0,130342857083109;0,159602766447952;0;0;0,271756630023447
311720;1720;173;"CONCEIÇÃO DAS PEDRAS";2811;0;0,0174272192475576;0;0,0794937043149916;0,031370937294999;0,117233294255569;0;0,307275366739897;0,00801009954577968;0,0140411640124966;0,158480868075386;0;0;0,0535290950787278;0;0;0;1;"Dezembro";2020;0;0,0133598458071329;0,0177336407164391;0,0148644731266084;0;0,0189546700234467
311740;1740;174;"CONCEIÇÃO DE IPANEMA";4570;0;0,0433056002640021;0;0,126766587650238;0,0726280406514659;0,117233294255569;0;0,115644237541436;0,00586591444793717;0;0;0;0;0,0798528326058455;0;0;0;2;"Dezembro";2020;0;0,0217198489287077;0,0354672814328782;0,0241660057590183;0;0,0178244700234467
311750;1750;175;"CONCEIÇÃO DO MATO DENTRO";17641;0;0,292908848127783;0;0,465303462841716;0,205567943620139;0,117233294255569;0,002187;0,159740818286271;0,575299120577449;0,00468038800416555;0,114220445459737;0;0;0,187696194675723;0,395429756949361;0,297265160523188;0;9;"Dezembro";2020;0,314829839991274;0,0838424190265496;0,159602766447952;0;0;0,460326480023447
311760;1760;176;"CONCEIÇÃO DO PARÁ";5480;0;0,0421416269854884;0;0,0105834813437119;0,123913401794485;0,117233294255569;0,003104;0,176507684490412;0,078525573767903;0,190095758938416;0;0;0;0,0354346642640799;0,00108918825060024;0;0;2;"Dezembro";2020;0,00049503605989781;0,0260448079057589;0,0354672814328782;0,028978055045825;0;0,0727964700234467
311770;1770;177;"CONCEIÇÃO DO RIO VERDE";13590;0;0,0631135964809356;0,147942576823569;0,110550342346928;0,0938067976858678;0,117233294255569;0;0,0839628724453892;0,0337597169872098;0;0,513992004568818;0;0;0,0684282384387925;0,0027336884513704;0;0;2;"Dezembro";2020;0,00124246140114785;0,0645892225254129;0,0354672814328782;0,0718634613271463;0;0,0453707400234467
311780;1780;178;"CONCEIÇÃO DOS OUROS";11525;0;0,0307813841237419;0,209977706427714;0,206342607931236;0,0922325003287443;0,117233294255569;0;0,0891606299188856;0,0204430399369476;0,0993682376268993;0,422615648201028;0;0;0,0648627817661048;0;0,297265160523188;0;4;"Dezembro";2020;0,135107015457789;0,0547748925390275;0,0709345628657563;0,0609438110224695;0;0,0383630600234467
311783;1783;782;"CÔNEGO MARINHO";7595;0;0,274157460157817;0,151219453527906;0,0105834813437119;0,042202429611998;0,117233294255569;0;0,059673756191066;0,00109231263265521;0;0;0;0;0,175556137869778;0,735388318168214;0;0,128474698473551;4;"Dezembro";2020;0,345925188168547;0,0360967730007735;0,0709345628657563;0,0401621036629636;0;0,0234448600234467
311787;1787;783;"CONFINS";6657;0;0,00710142994372897;0;0,0105834813437119;1,21368118857834;0,117233294255569;0;0,301349179058128;0,051631057007372;0;0;0;0;0,00102714950766293;1,07849390696367;0,297265160523188;0;3;"Dezembro";2020;0,625282496172775;0,0316387383628899;0,0532009221493173;0,0352019913211783;0;0,0811534000234467
311790;1790;179;"CONGONHAL";11813;0;0,0351083653157573;0,160074740940664;0,0533877836671689;0,124709715027266;0,117233294255569;0;0,136370210159114;0,0257226822319722;0;0,456881781838949;0;0;0,0479536130637541;0,0110054734137469;0,297265160523188;0;3;"Dezembro";2020;0,140109003124337;0,0561436707647316;0,0532009221493173;0,0624667453022501;0;0,0406711100234467
311800;1800;180;"CONGONHAS";54196;0;0,0519936467850317;0;0,41804751307662;0,281963394976545;0,117233294255569;5,740341;0,279130818803283;1,2964529767252;0;0;0,263444852837496;0;0,0352059335755657;0,105961061589621;0;0;20;"Dezembro";2020;0,0481593024924825;0,257577446945348;0,354672814328782;0;0;1,00385720002345
311810;1810;181;"CONGONHAS DO NORTE";5044;0;0,0692487411407447;0;0,0211669626874238;0,0767104007192383;0,117233294255569;0;0,104991405294571;0,0020862562425779;0,00252020892531991;0;0;0;0,0448175887732993;0;0;0;2;"Dezembro";2020;0;0,0239726297585124;0,0354672814328782;0,0266725017611572;0;0,0139809600234467
311820;1820;182;"CONQUISTA";6908;0;0,10538133477332;0;0,0105834813437119;0,117288896820286;0,117233294255569;0,003486;0,174882698019831;0,13241481296989;0,0685856857533489;0;0;0,0198911721684486;0,114584671526388;0;0,624256837098695;0;2;"Dezembro";2020;0,283724732461357;0,0328316666082084;0,0354672814328782;0,036529270849737;0;0,118034830023447
311830;1830;183;"CONSELHEIRO LAFAIETE";127539;1,1440747068521;0,0629380631753911;0,292788817702873;0,210493684502714;0,326516838911806;0,117233294255569;0,32478;0,0757478137626651;0,208390693931165;0,379111428337409;0,513992004568818;0,660844715592363;0;0,0231103841808593;0,0878437265426687;0,386444708680144;0;31;"Dezembro";2020;0,215564093808768;0,606154882389157;0,549742862209612;0,674421927461583;0;0,255147150023447
311840;1840;184;"CONSELHEIRO PENA";22892;0;0,24996283550912;0,196434759127882;0,0858437931212187;0,208018753397319;0,117233294255569;0,00315;0,047633872889388;0,0305758032821234;0,0590448948217807;0;0,222200810310306;0;0,120691425019826;0,145664415012729;0;0;8;"Dezembro";2020;0,0662044766232855;0,108798858134787;0,141869125731513;0,121052123377559;0;0,0526796800234467
311850;1850;185;"CONSOLAÇÃO";1782;0;0,0151810746193275;0;0,184399523278607;0,0295358176578649;0,117233294255569;0,002272;0,270904529339713;0,00159970864008275;0;0,105653912050257;0;0;0,0289132138003154;0;0;0;1;"Dezembro";2020;0;0,00846931527154421;0,0177336407164391;0,00942315585614236;0;0,0141047800234467
311860;1860;186;"CONTAGEM";659070;5,91211564341117;0,033126372749269;0,182763589838683;0,223187982403311;0,697976079891116;0,117233294255569;0,130798;0,107386833609318;4,70012404176766;0;0;3,34441008093703;0;0,00148097443721446;0,469770072168691;0,594530321046376;0;126;"Dezembro";2020;0,483724528716248;3,13236342088476;2,23443873027132;3,48513991588538;0;3,93023327002345
311870;1870;187;"COQUEIRAL";9191;0;0,0505143952392778;0;0,115677451086771;0,123930021360062;0,117233294255569;0;0,0944753820660408;0,0316056514817835;0;0,456881781838949;0;0,0252900934575506;0,108132643120072;0,18894834343534;0,297265160523188;0;4;"Dezembro";2020;0,220984037549151;0,0436820856682171;0,0709345628657563;0,0486016977967477;0;0,0430465400234467
311880;1880;188;"CORAÇÃO DE JESUS";26592;0;0,379613780032535;0;0,178155269285817;0,0753053636836798;0,117233294255569;0,016505;0,0606241799780221;0,0137491704387416;0,156612983216309;0,571102227298686;0,115506819955066;0;0,642900175393035;0,00117172256904395;0;0,108959443792058;13;"Dezembro";2020;0,0104478572927077;0,126383856173347;0,230537329313708;0,140617598499741;0;0,0433025500234467
311890;1890;189;"CORDISBURGO";8883;0;0,140196576510886;0;0,287823654854103;0,0927207090953991;0,117233294255569;0;0,0821463197547323;0,0121531485820555;0;0,513992004568818;0;0;0,0761620082040879;0,00529692245483634;0,297265160523188;0;3;"Dezembro";2020;0,137514466713512;0,0422182533990613;0,0532009221493173;0,0469730041919824;0;0,0288309100234467
311900;1900;190;"CORDISLÂNDIA";3534;0;0,0306075550250474;0;0;0,0864533762123223;0,117233294255569;0;0,180547716764118;0,00856177503954764;0,0826268497658456;0;0;0;0,0312140114682304;0;0;0;2;"Dezembro";2020;0;0,0167960494779109;0,0354672814328782;0,0186876727248076;0;0,0185999300234467
311910;1910;191;"CORINTO";23797;0;0,429957754586818;0,279957680847663;0;0,10141644986561;0,117233294255569;0,079989;0,049996012390685;0,0305468141359734;0,00648053723653691;0;0,156633358087592;0;0,105937019185084;0,0464911878385285;0,297265160523188;0,0197937803005583;7;"Dezembro";2020;0,158038494337751;0,113100053600975;0,124135485015074;0,12583773283312;0;0,0541571900234467
311920;1920;192;"COROACI";10040;0;0,0982747922090412;0,241065499123875;0,0466261150309085;0,0526654197682352;0,117233294255569;0;0,0576117085956304;0,00823674985715842;0;0,369788692175899;0;0;0,0903335567120666;0;0;0;5;"Dezembro";2020;0;0,0477171298127407;0,0886682035821954;0,0530911811423509;0;0,0261186200234467
311930;1930;193;"COROMANDEL";27982;0;0,564104396780393;0;0,176038573017075;0,175369281878342;0,117233294255569;0,002383;0,11029425743055;0,228900263999553;0,192795982786973;0;0,130312373682776;0;0,401877497329379;0,0595765730467246;0;0;7;"Dezembro";2020;0,0270775524497363;0,132990112193238;0,124135485015074;0;0;0,199431480023447
311940;1940;194;"CORONEL FABRICIANO";109405;0,981405635163789;0,037847025723622;0,244751457846686;0,172999937929058;0,283056688285071;0,117233294255569;0,000569;0,0386677412560237;0,137790584521219;0;0,528269560251285;0,623595822483761;0;0,0240688624881434;0;0;0;22;"Dezembro";2020;0;0,519969381191523;0,39014009576166;0,578529947497898;0;0,185471460023447
311950;1950;195;"CORONEL MURTA";9228;0;0,13879060585968;0,248748212067971;0,0961332888720497;0,0264302921809137;0,117233294255569;0,000348;0,0550019196384146;0,00842010657437583;0,015841313244868;0,456881781838949;0;0;0,148910702417189;0;0;1,42935822950456;4;"Dezembro";2020;0,130071598884915;0,0438579356486027;0,0709345628657563;0,0487973525479695;0;0,0284456800234467
311960;1960;196;"CORONEL PACHECO";3080;0;0,0223455602165045;0;0,0897244029472464;0,0561183390049025;0,117233294255569;0;0,218661908956555;0,003195841034674;0;0;0;0;0,0115777545677508;0;0;0;1;"Dezembro";2020;0;0,0146383226915579;0,0177336407164391;0,0162869360476535;0;0,0145809100234467
311970;1970;197;"CORONEL XAVIER CHAVES";3426;0;0,0239202473458555;0;0,181095125214626;0,055286443777283;0,117233294255569;0,000238;0,168179461605125;0,00842417332008442;0;0,171330668189606;0;0;0,0455325347611069;0,177887462558187;0;0;1;"Dezembro";2020;0,0808498517326961;0,0162827576432719;0,0177336407164391;0,0181165723698899;0;0,0204313800234467
311980;1980;198;"CÓRREGO DANTA";3241;0;0,111945939559316;0;0,153777983924134;0,0953715128713069;0,117233294255569;0,222283;0,147947088436209;0,0116642429054152;0;0;0;0;0,0586606508789106;0;0;0;2;"Dezembro";2020;0;0,0154035077413439;0,0354672814328782;0,0171382986137808;0;0,0232337100234467
311990;1990;199;"CÓRREGO DO BOM JESUS";3714;0;0,0210162788735459;0;0,16282098076115;0,057682871921689;0,117233294255569;0;0,133602965938459;0,00247738076651167;0;0,158480868075386;0;0;0,0314471195271692;0;0;0;1;"Dezembro";2020;0;0,017651535868976;0,0177336407164391;0,0196395066496704;0;0,0145162000234467
311995;1995;784;"CÓRREGO FUNDO";6290;0;0,0173403046982103;0;0,0657351785681661;0,0731565819658985;0,117233294255569;0;0,164007277858229;0,0467279311616368;0;0;0;0;0,0278429905823465;0;0;0;2;"Dezembro";2020;0;0,0298944966655517;0,0354672814328782;0,0332613077077079;0;0,0481718500234467
312000;2000;200;"CÓRREGO NOVO";2814;0;0,0351833504171549;0;0,0774358051648254;0,0293313928765003;0,117233294255569;0;0,132408891165401;0,00541307421048638;0;0,171330668189606;0;0;0,0147323755491033;0,343598037297713;0;0;2;"Dezembro";2020;0,156165307951811;0,0133741039136506;0,0354672814328782;0,0148803370253561;0;0,0168835100234467
312010;2010;201;"COUTO DE MAGALHÃES DE MINAS";4396;0;0,0828176360800223;0,136705250831457;0,225745657061375;0,0626914130943645;0,117233294255569;0,033991;0,134439393060459;0,00252914192211413;0,0378031338797986;0,171330668189606;0;0;0,0416442037275047;0,320954959488145;0;0;2;"Dezembro";2020;0,145874029087362;0,0208928787506781;0,0354672814328782;0,0232458996316508;0;0,0208147100234467
312015;2015;785;"CRISÓLITA";6646;0;0,164691141565174;0,21451243623789;0;0,0372430599255661;0,117233294255569;0;0,0827612396271421;0,00922874264808506;0,0302425071038389;0;0;0;0,153714283900941;0,0122583329546799;0;0;3;"Dezembro";2020;0,00557141232790202;0,0315864586389915;0,0532009221493173;0,0351438236924367;0;0,0253102500234467
312020;2020;202;"CRISTAIS";12660;0;0,10698499341912;0,192907086660192;0,207112850184584;0,13285635948973;0,117233294255569;0;0,104563611502029;0,0334343403998417;0;0;0;0,437534433517303;0,0950923994785591;0;0;0;4;"Dezembro";2020;0;0,0601692095049101;0,0709345628657563;0,0669456527153548;0;0,0492428400234467
312030;2030;203;"CRISTÁLIA";5960;0;0,1429710252626;0,198682337528655;0,127442754513864;0,0229430387581179;0,117233294255569;0;0,0830416481477946;0,00116767449025759;0,211697549726872;0;0;0,36104238186918;0,0933336790037097;0;0;0;3;"Dezembro";2020;0;0,0283261049485991;0,0532009221493173;0,0315162788454593;0;0,0199169300234467
312040;2040;204;"CRISTIANO OTONI";5145;0;0,0225705155206975;0,190783389712008;0,288752649327606;0,0679146794049293;0,117233294255569;0,003293;0,127953708214116;0,00987282772009078;0,177314699388579;0;0;0;0,0191548547772263;0;0;0;2;"Dezembro";2020;0;0,0244526526779433;0,0354672814328782;0,0272065863523302;0;0,0258617100234467
312050;2050;205;"CRISTINA";10258;0;0,0531150148922968;0,190687061492798;0,147051593559019;0,0649015812996033;0,117233294255569;0,000292;0,085236168947762;0,0202246159365773;0,250580773146094;0,456881781838949;0;0;0,0584910219871801;0,00946267522075671;0,326991676575507;0;4;"Dezembro";2020;0,152918502891402;0,0487532188863639;0,0709345628657563;0,0542439577846848;0;0,0367630800234467
312060;2060;206;"CRUCILÂNDIA";5014;0;0,028434691291365;0;0,107422335638676;0,0879652761722552;0,117233294255569;0;0,114814699096443;0,00680099035534154;0;0;0;0;0,147974662809864;0,658703124748309;0,297265160523188;0;2;"Dezembro";2020;0,434487585655895;0,0238300486933348;0,0354672814328782;0,02651386277368;0;0,0240815000234467
312070;2070;207;"CRUZEIRO DA FORTALEZA";4134;0;0,0320254551242032;0,197037642186777;0,0986615649708254;0,10749524818919;0,117233294255569;0;0,16266853053875;0,0256823718294907;0,0313225966432617;0;0;0;0,0653995386267599;0;0;0;2;"Dezembro";2020;0;0,0196476707814612;0,0354672814328782;0,0218604524743505;0;0,0371018300234467
312080;2080;208;"CRUZÍLIA";15358;0;0,0891606939755249;0,16761171430899;0,226133718043977;0,136457455963587;0,117233294255569;0;0,0634054563421036;0,0240051061744124;0,141131699817915;0;0;0;0,10042232240861;0,00870551113935737;0,297265160523188;0;7;"Dezembro";2020;0,139063670270627;0,072991999966541;0,124135485015074;0,0812125856557993;0;0,0434329800234467
312083;2083;786;"CUPARAQUE";4960;0;0,039005886381586;0,141191017420064;0,13488059001375;0,0343630287553893;0,117233294255569;0;0,084720819133397;0,00483055748506831;0,0288023877179418;0,264134780125643;0;0;0,0231629088026528;0;0;0;2;"Dezembro";2020;0;0,0235734027760153;0,0354672814328782;0,0262283125962212;0;0,0187351100234467
312087;2087;787;"CURRAL DE DENTRO";7656;0;0,0971380862401266;0,260642123885919;0,0833743141410193;0,0262955652481454;0,117233294255569;0;0,0907713132185021;0,00348409118272662;0,480999874889628;0,422615648201028;0;0;0,0980286386442006;0;0;0,230872783389993;4;"Dezembro";2020;0,0210094232884894;0,0363866878333011;0,0709345628657563;0,0404846696041672;0;0,0229690500234467
312090;2090;209;"CURVELO";79625;0,71426738905824;0,561681014639768;0,246950230988773;0,305686219477545;0,269746000460915;0,117233294255569;0,041934;0,0756422133624236;0,167873688031815;0,999442853812581;0,456881781838949;0,446986717303227;0;0,173184263195087;0;0,594530321046376;0;17;"Dezembro";2020;0,270214030915578;0,37843391049198;0,301471892179464;0,421054312595587;0;0,203408500023447
312100;2100;210;"DATAS";5399;0;0,0529036932429034;0,182739306989994;0,0370421847029916;0,028909430086318;0,117233294255569;0,000534;0,0910293940131076;0,00317561145817505;0;0;0;0;0,106394234153889;0;0;0;3;"Dezembro";2020;0;0,0256598390297796;0,0532009221493173;0,0285497297796367;0;0,0183141400234467
312110;2110;211;"DELFIM MOREIRA";8035;0;0,0696168498203332;0,20279458115237;0,183535205635537;0,0753445144912372;0,117233294255569;0,035885;0,0890758848618401;0,0112321874397881;0;0,456881781838949;0;0;0,269368229101161;0,0276617811137846;0,326991676575507;0;3;"Dezembro";2020;0,161189996519783;0,0381879619567103;0,0532009221493173;0,0424888088126284;0;0,0320310500234467
312120;2120;212;"DELFINÓPOLIS";7098;0;0,239122375736607;0,169162491664108;0,0105834813437119;0,099287217587713;0,117233294255569;0;0,196915182975033;0,0372275815335875;0;0;0;0,958057506673822;0,111576678481785;1,50055930710356;0;0;3;"Dezembro";2020;0,682004205078569;0,0337346800209993;0,0532009221493173;0,0375339844370923;0;0,0581141400234467
312125;2125;864;"DELTA";10291;0;0,0174067687653582;0,277542918082681;0,0105834813437119;0,120457983568908;0,117233294255569;0;0,120750751861687;0,11092581921835;0;0;0;0,145631850336064;0,0342254009491355;0;0,326991676575507;0;3;"Dezembro";2020;0,148617717003568;0,0489100580580592;0,0532009221493173;0;0;0,103162870023447
312130;2130;213;"DESCOBERTO";4996;0;0,0364052667285669;0;0,107598726994404;0,0673755158627925;0,117233294255569;0,467955;0,0975964782660844;0,0093498172776115;0,302425071038389;0;0;0;0,0252699298745197;0,0919780879762178;0,297265160523188;0;2;"Dezembro";2020;0,17691105644298;0,0237445000542283;0,0354672814328782;0,0264186793811937;0;0,0217937800234467
312140;2140;214;"DESTERRO DE ENTRE RIOS";7232;0;0,0642434856224505;0;0,105834813437119;0,104974103864505;0,117233294255569;0,00137;0,120653577133728;0,0193564913390616;0;0;0;0;0,0937542525829836;0;0;0;2;"Dezembro";2020;0;0,0343715421121256;0,0354672814328782;0,0382425719144902;0;0,0296706500234467
312150;2150;215;"DESTERRO DO MELO";2919;0;0,0243786789884912;0,14706541457962;0,146404825254681;0,0346270222159105;0,117233294255569;0;0,182178123158372;0,00245430898909148;0;0;0;0;0,0877264551872444;0,15544102715466;0;0;1;"Dezembro";2020;0,0706479468417931;0,0138731376417719;0,0177336407164391;0,0154355734815261;0;0,0182627400234467
312160;2160;216;"DIAMANTINA";47617;0;0,663553387509047;0,147496734835197;0,788469360106536;0,25313520047816;0,117233294255569;0,0905;0,0576007279786377;0,0518827237946205;0,724380051106237;0,456881781838949;0,306568965679316;0;0,155618346274815;0,616934034388573;0;0,0258029211899578;15;"Dezembro";2020;0,282744584457893;0,22630941935192;0,266004610746586;0,251797088889972;0;0,0935736700234467
312170;2170;217;"DIOGO DE VASCONCELOS";3814;0;0,0281586097816736;0;0,0421575340191191;0,0326442933299527;0,117233294255569;0;0,124308239995401;0,00238202367828878;0,00486040292740268;0;0;0;0,0465210422294864;0;0;0;2;"Dezembro";2020;0;0,0181268060862344;0,0354672814328782;0,0201683032745943;0;0,0129499700234467
312180;2180;218;"DIONÍSIO";7852;0;0,0581185662037411;0;0,0105834813437119;0,0589764821025096;0,117233294255569;0;0,0601578411822076;0,00852383477743568;0,00324026861826845;0;0;0;0,10756605002594;0,976045850607834;0;0;4;"Dezembro";2020;0,443612839101261;0,0373182174591275;0,0709345628657563;0,0415211109890178;0;0,0246444100234467
312190;2190;219;"DIVINÉSIA";3411;0;0,0199988673841275;0;0,181653697841099;0,0640045058137256;0,117233294255569;0;0,160345561573102;0,00377103204755557;0,129070699961027;0,171330668189606;0;0;0,0673842158342585;1,0128213105382;0;0;2;"Dezembro";2020;0,460327285639611;0,0162114671106831;0,0354672814328782;0,0180372528761513;0;0,0216891400234467
312200;2200;220;"DIVINO";19884;0;0,0575391358747591;0,210993849896884;0,137879243061136;0,0711965455944473;0,117233294255569;0;0,0851298518347748;0,0214245681258714;0,205757057260047;0,513992004568818;0,0454742007351075;0;0,191134812009449;0,0128573196839157;0;0;6;"Dezembro";2020;0,00584365179633971;0,0945027299996549;0,106401844298635;0,105145920899851;0;0,0416038400234467
312210;2210;221;"DIVINO DAS LARANJEIRAS";4984;0;0,0581356082722406;0;0,107598726994404;0,0495513786192818;0,117233294255569;2,6e-05;0,096536026004906;0,0032101746852218;0,00180014923237136;0;0;0;0,0167593339434584;0;0;0;2;"Dezembro";2020;0;0,0236874676281573;0,0354672814328782;0,0263552237862029;0;0,0146743800234467
312220;2220;222;"DIVINOLÂNDIA DE MINAS";7527;0;0,0224955304192998;0,224984956851077;0,184881659650932;0,0479666914647532;0,117233294255569;0;0,085730090109432;0,00415692290860495;0,114669506102056;0;0;0;0,0283048495352548;0,499141610915458;0;0;3;"Dezembro";2020;0,226859862161076;0,0357735892530378;0,0532009221493173;0,0398025219580155;0;0,0239465600234467
312230;2230;223;"DIVINÓPOLIS";235977;2,11680597384987;0,120952672761285;0,143916656501574;0,0333379662326925;0,501965361290615;0,117233294255569;0,018559;0,0730608395871096;0,697034811635122;1,03328565938116;0;1,02875097528648;0;0,0832845069930275;0;0;0;31;"Dezembro";2020;0;1,12152840057979;0,549742862209612;1,24783841159647;0;0,676585190023447
312235;2235;788;"DIVISA ALEGRE";6702;0;0,0206992963994557;0,284978706354233;0,068675034496975;0,0379221089474917;0,117233294255569;0;0,0716409376775639;0,0240366232263294;0,0648053723653691;0,342661336379212;0;0;0,0576517626180045;0;0;0,480074067395583;3;"Dezembro";2020;0,0436867401329981;0,0318526099606562;0,0532009221493173;0,035439949802394;0;0,0368293300234467
312240;2240;224;"DIVISA NOVA";5996;0;0,0369778802301491;0,169367469347332;0,0370421847029916;0,0593793388513197;0,117233294255569;0;0,112316640555499;0,0160524281817785;0,0172814326307651;0;0;0,0248677179760873;0,0533734930205261;0;0;0;2;"Dezembro";2020;0;0,0284972022268121;0,0354672814328782;0,0317066456304319;0;0,0279160100234467
312245;2245;731;"DIVISÓPOLIS";10820;0;0,0964376572247984;0,201471432515013;0,0370421847029916;0,0308912461421696;0,117233294255569;0;0,0503249935017582;0,00240731701531745;0;0;0;0;0,21857214063951;0;0;0;4;"Dezembro";2020;0;0,051424237507356;0,0709345628657563;0,0572157948167566;0;0,0213599800234467
312247;2247;789;"DOM BOSCO";3699;0;0,138891154063827;0;0;0,0596424238408158;0,117233294255569;0;0,150245744871058;0,0113452494226773;0;0;0;0;0,113233439451058;0,00780638229282659;0;0;2;"Dezembro";2020;0,00354800075208968;0,0175802453363872;0,0354672814328782;0,0195601871559319;0;0,0217918400234467
312250;2250;225;"DOM CAVATI";5097;0;0,0101246928955349;0,151677926472294;0,0105834813437119;0,0330123818680907;0,117233294255569;0;0,0919375489076271;0,00374275832518701;0;0;0;0;0,037863740154153;0;0;0;2;"Dezembro";2020;0;0,0242245229736593;0,0354672814328782;0,0269527639723668;0;0,0165453700234467
